timestamp,volume,y_pred
2015-11-06 19:30:00,42,42
2015-11-06 19:35:00,40,42
2015-11-06 19:40:00,54,41
2015-11-06 19:45:00,46,41
2015-11-06 19:50:00,51,41
2015-11-06 19:55:00,57,40
2015-11-06 20:00:00,27,40
2015-11-06 20:05:00,45,40
2015-11-06 20:10:00,50,39
2015-11-06 20:15:00,46,39
2015-11-06 20:20:00,44,38
2015-11-06 20:25:00,47,38
2015-11-06 20:30:00,52,37
2015-11-06 20:35:00,53,36
2015-11-06 20:40:00,37,36
2015-11-06 20:45:00,40,35
2015-11-06 20:50:00,42,34
2015-11-06 20:55:00,45,34
2015-11-06 21:00:00,40,33
2015-11-06 21:05:00,42,32
2015-11-06 21:10:00,45,31
2015-11-06 21:15:00,36,30
2015-11-06 21:20:00,43,30
2015-11-06 21:25:00,35,29
2015-11-06 21:30:00,38,28
2015-11-06 21:35:00,38,27
2015-11-06 21:40:00,39,26
2015-11-06 21:45:00,38,25
2015-11-06 21:50:00,43,25
2015-11-06 21:55:00,36,24
2015-11-06 22:00:00,42,23
2015-11-06 22:05:00,38,22
2015-11-06 22:10:00,30,21
2015-11-06 22:15:00,39,20
2015-11-06 22:20:00,27,20
2015-11-06 22:25:00,30,19
2015-11-06 22:30:00,29,18
2015-11-06 22:35:00,26,17
2015-11-06 22:40:00,32,17
2015-11-06 22:45:00,25,16
2015-11-06 22:50:00,30,15
2015-11-06 22:55:00,25,15
2015-11-06 23:00:00,14,14
2015-11-06 23:05:00,26,14
2015-11-06 23:10:00,26,13
2015-11-06 23:15:00,33,13
2015-11-06 23:20:00,18,12
2015-11-06 23:25:00,17,12
2015-11-06 23:30:00,26,11
2015-11-06 23:35:00,23,11
2015-11-06 23:40:00,25,10
2015-11-06 23:45:00,16,10
2015-11-06 23:50:00,18,10
2015-11-06 23:55:00,25,9
