ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
49770,383,371.96603162442455,5.366425322847814,1.7889768507631694,3.9872303048646986,1.457114386144314
49800,381,395.9880805167565,7.822320928411464,2.712597498181696,7.7808662485030995,2.4389042578223403
49830,399,421.5615044915536,7.608156195576371,2.7972028029895832,6.105988079330891,1.9045565831633724
49860,384,368.64484245533214,6.14643422652998,2.0332093083404144,4.785445778232451,1.5859301550147045
49890,352,322.3705637753256,7.895724842292297,2.65895279593218,8.336155412891566,2.542899408555449
49920,338,334.53974494133314,8.61670264634644,2.6673156691810034,7.191269770686134,2.0818119369017225
49950,337,347.1683010841277,6.027636998037739,2.17978352187518,5.313337611319834,1.68706733293799
49980,358,371.13852607477236,6.771976792440034,2.5712082288730818,8.209553602483629,2.590268430281946
50010,382,396.7637745347484,7.314898637916088,2.9115827364690494,6.825280165075506,2.2332275191403927
50040,409,420.83153424425507,6.105099004055698,2.1710036789695413,5.454587398380987,1.7796131618667441
50070,437,446.3592484521625,7.090327590152525,2.3527182888582816,8.389072177255754,2.7164940609993202
50100,546,595.1456660032636,7.423917629931505,2.7574091081170784,7.060054611755515,2.459474275156893
50130,723,793.5275565381922,6.269402834283043,2.2789723364414667,6.04645683414178,2.004510241384773
50160,849,876.0307045846496,6.329732558040975,2.391939578400187,7.847506487313,2.605139546246925
50190,952,967.1117140821577,6.042713986284917,2.3642446774457,6.250493188441718,2.1719484069782222
50220,991,967.1117163577763,5.268976467119806,1.8707541753602743,5.006703720900767,1.709698350338954
50250,992,967.1117186333945,5.764291792414499,1.9413511549176035,6.832591300592967,2.0452613469994247
50280,991,954.6323371658219,5.455621801804019,2.034730632100762,5.201305297818439,1.7901717489364892
50310,980,942.3139866927173,5.365160980433804,1.8647593634100632,4.2797681872357085,1.5242793572393127
50340,939,878.1340350267516,6.2385340428220255,2.106412248321699,6.489154906453253,1.8869238996498652
50370,877,818.3253080841954,4.727289579749455,1.7984238147260643,4.433088318716894,1.5943735164421926
50400,846,818.3253100097186,4.767643138584276,1.6739537000732192,3.8373128636273734,1.4161388047296242
50430,827,818.3253119352416,6.255060281554373,1.9918246071810393,6.57966907811869,2.0275802468200976
50460,798,780.2425725988969,4.948050395671131,1.713970501416741,4.6818458121901285,1.5564941638144019
50490,752,743.9321052602614,4.4859796365818365,1.5697969071913658,3.996770167979433,1.4277333515015793
50520,723,731.4281558567825,5.731593104289632,1.7565680453249886,6.276392476892485,1.835821564037077
50550,715,719.1343718025059,4.6459819476485595,1.630429611878491,4.4820558713869,1.5409157687832509
50580,704,706.626734611472,3.6803318642843115,1.4564897893735544,3.9954991210086788,1.4351254905936073
50610,696,694.3366381113527,6.133379136669307,1.939676225862061,5.927393874534656,1.8400577766044868
50640,690,706.6267379368634,5.211765243948653,1.9408799896452977,4.70271465582185,1.6338270251308629
50670,703,719.1343785710114,5.539682278168768,1.7997002613703244,4.276237658249993,1.4641165089211197
