overheads,ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
2.00289909663935,34350,216,220.31030827211262,8.305646544840135,2.8519413109512186,7.5319818280416655,2.410176274002585
2.003112754900679,34380,217,221.02744138274014,7.827015251255078,2.2156642187686426,6.759766181758194,1.9600526054543792
2.002883431829266,34410,217,221.7445744933677,10.50524060449016,4.514674563376016,10.627395219179064,3.605227745211471
2.002917443525445,34440,218,222.46170760399522,7.537476086488,2.7941027150929534,7.070553784814287,2.194765463085174
2.00233055968887,34470,219,223.1788407146228,6.629525848613154,2.016541637674371,5.555703462136325,1.6751558421216894
2.001942326836682,34500,219,222.962978751709,8.675640209434862,2.63027417717672,10.723563212813183,3.4500813651334434
2.0015486280114936,34530,219,222.7471167887952,8.298463979653285,3.2292535364632498,7.743972119222519,2.5844564706890156
2.000928217677323,34560,219,222.5312548258814,5.552193143315267,1.8680167282495028,5.962418456848122,1.8592659368498805
2.0055028137961672,34590,219,222.31539286296763,9.602803566128248,3.2367613873951626,10.728698986150116,3.5628658759681504
2.0052120231588404,34620,219,222.09953090005382,8.093427951193945,2.717245336867704,7.289895373675747,2.329663983795817
2.005159499141274,34650,219,221.88366893714004,7.966650885924678,2.5504575587618317,6.268827178137431,1.8857232115131508
2.004504631967873,34680,219,221.66780697422624,10.429742391079964,4.029545147031665,11.126351774943007,3.651495983862869
2.004073548925203,34710,219,221.45194501131246,8.702653867579192,3.1362596383974464,7.997036109433386,2.532874222264266
2.0036431912861477,34740,219,221.23608304839865,8.154076073184163,2.6626344308793746,6.484405822137599,2.00172950094498
2.003045808301516,34770,219,221.02022108548488,9.255352359715086,3.2673094007737076,10.566787231129462,3.6726622625669867
2.002639223206441,34800,219,220.80435912257107,8.537661777952094,2.975095611568588,8.472592803414846,2.684204491311012
2.002170090889071,34830,219,220.5884971596573,8.286654901908705,2.4256412020771867,7.880263623302557,2.510964456083306
2.0021038274752514,34860,219,220.3726351967435,11.5322162103064,5.160676225830133,11.254366062890016,4.141324923918833
2.001622815066516,34890,219,220.1567732338297,7.518505434058123,2.555737245077168,8.116341688189829,2.570080369708892
2.0009808019590656,34920,219,219.94091127091593,5.939032342108926,1.8934963156766327,6.052079292311296,1.8374914167891163
2.000917681729203,34950,219,219.7250493080021,9.430075429195963,3.3745443082521493,10.999504989674735,3.7258415463508805
2.0006867594154087,34980,219,219.50918734508832,7.491872640150523,2.5086467930999548,7.169615715235041,2.3474977642262838
2.000242275368035,35010,219,219.29332538217454,5.660762792398734,1.8782223167565641,5.5483079724196,1.7349319807576893
1.9999181927614427,35040,219,219.07746341926077,9.886061443441006,3.6036781847135986,11.251467624421933,3.650092099552272
1.9997083265432432,35070,219,218.86160145634693,8.053180529817618,2.7707350805936075,7.62220746659078,2.394833029425498
1.9994025882739108,35100,219,218.64573949343315,6.490269181782837,1.9822015981199876,6.04665749666267,1.8003498875161368
1.9988186439749824,35130,219,218.42987753051938,10.093147592831363,3.6314134500903177,10.982521359045254,3.970526143730108
1.9985091412067697,35160,219,218.2140155676056,7.9391615213442615,2.606565044097621,7.764094502440299,2.4338838502079283
1.997959130514576,35190,219,217.9981536046918,5.421413873857135,1.9786496765456023,5.703477549519698,1.8521501348346465
1.9981343860727447,35220,219,217.78229164177802,9.455101643174093,3.366481601143958,10.085193102313347,3.186843304406992
1.9976701200954212,35250,219,217.5664296788642,7.821361625271878,3.231462106945696,7.643574796753115,2.534679449867589
1.997394240702865,35280,219,217.35056771595043,6.653798155129402,2.4210765476324707,5.593611170422861,1.810608929218643
1.9971082884535218,35310,219,217.13470575303663,10.496181741978335,4.801684286424562,10.309494726248758,3.435300437627269
1.996662239087857,35340,219,216.91884379012285,7.728460234863913,2.7296465825211835,7.584343189498141,2.498522874613903
1.9965392931489667,35370,219,216.70298182720904,5.143890343016774,1.6788774432506426,5.622945000113851,1.8010643845619683
1.996522034403524,35400,219,216.49338341332395,7.801065652984008,2.1313176953838098,10.084256766448894,3.0680178336948765
